State,County,County,State Profile,Jurisdiction Profile (R/B/M),County Profile,State Social Distancing Policy,state abbreviation,Pre-COVID Jail Population,Change,Percentage Change,Jail Incarceration Rate Per 100K,International Benchmark,Rate Reduction to Match Internatonal Norms,Add'l Jail Reduction to Match Pre-COVID Intn'l Avg,Jail rate is X time norm,Target Jail Population,Date of covid data,Jail Population (Latest),Resident population,Cases Per 100K Residents,COVID-19 Cases,Deaths Per 100K Residents,COVID-19 Deaths
Pennsylvania,"Franklin, PA",Franklin,1,R,0.7409326425,,PA,434,-105,-0.241935484,212.2211,35,-177.221,-274.741,6.06346,54.25945,4/9/2020,329,155027,34,52,0,0
Pennsylvania,"Greene, PA",Greene,1,R,0.7142857143,,PA,59,-26,-0.440677966,91.07719,35,-56.0772,-20.3185,2.602206,12.68155,4/9/2020,33,36233,58,21,0,0
Pennsylvania,"Indiana, PA",Indiana,1,R,0.6849740933,,PA,182,-34,-0.186813187,176.0375,35,-141.037,-118.574,5.029643,29.42555,4/9/2020,148,84073,25,21,0,0
Pennsylvania,"Juniata, PA",Juniata,1,R,0.8198757764,,PA,160,-28,-0.175,533.0533,35,-498.053,-123.333,15.2301,8.66705,4/9/2020,132,24763,93,23,0,0
Pennsylvania,"Lehigh, PA",Lehigh,1,M,0.476635514,,PA,734,-148,-0.201634877,158.6708,35,-123.671,-456.739,4.533453,129.2613,4/9/2020,586,369318,397,1466,4,13
Pennsylvania,"Montgomery, PA",Montgomery,1,M,0.3904465213,,PA,274,-73,-0.266423358,24.1902,35,10.8098,89.82025,0.691149,290.8203,4/9/2020,201,830915,204,1693,5,37
Pennsylvania,"Montour, PA",Montour,1,R,0.6491596639,,PA,27,-17,-0.62962963,54.85464,35,-19.8546,-3.6195,1.567275,6.3805,4/9/2020,10,18230,137,25,0,0
Pennsylvania,"Perry, PA",Perry,1,R,0.7711598746,,PA,83,-12,-0.144578313,153.4405,35,-118.441,-54.8048,4.384015,16.1952,4/9/2020,71,46272,32,15,2,1
Pennsylvania,"Schuylkill, PA",Schuylkill,1,R,0.7238883144,,PA,257,-82,-0.319066148,123.7983,35,-88.7983,-125.524,3.537094,49.47565,4/9/2020,175,141359,105,149,1,1
Pennsylvania,"Snyder, PA",Snyder,1,R,0.7460978148,,PA,112,-37,-0.330357143,185.7723,35,-150.772,-60.8698,5.30778,14.1302,4/9/2020,75,40372,22,9,3,1
Pennsylvania,"Susquehanna, PA",Susquehanna,1,R,0.7238493724,,PA,52,-13,-0.25,96.707,35,-61.707,-24.8852,2.763057,14.1148,4/9/2020,39,40328,40,16,3,1
Pennsylvania,"Tioga, PA",Tioga,1,R,0.780334728,,PA,82,-37,-0.451219512,110.862,35,-75.862,-30.7932,3.167486,14.20685,4/9/2020,45,40591,25,10,0,0
Pennsylvania,"Union, PA",Union,1,R,0.6330561331,,PA,37,-20,-0.540540541,37.84253,35,-2.84253,-1.27695,1.081215,15.72305,4/9/2020,17,44923,25,11,0,0
Pennsylvania,"Venango, PA",Venango,1,R,0.7210031348,,PA,176,-135,-0.767045455,80.91892,35,-45.9189,-23.2662,2.311969,17.7338,4/9/2020,41,50668,10,5,0,0
South Carolina,"Florence, SC",Florence,17,M,0.5257201646,,SC,369,-85,-0.230352304,205.3611,35,-170.361,-235.597,5.867459,48.40255,4/9/2020,284,138293,38,53,4,5
South Carolina,"Sumter, SC",Sumter,17,M,0.4381443299,,SC,295,-23,-0.077966102,254.8702,35,-219.87,-234.648,7.282005,37.35235,4/9/2020,272,106721,118,126,3,3
Tennessee,"Carter, TN",Carter,28,M,0.830753354,,TN,336,-123,-0.366071429,377.7198,35,-342.72,-193.263,10.792,19.73685,4/9/2020,213,56391,5,3,0,0
Tennessee,"Giles, TN",Giles,28,R,0.7321063395,,TN,171,-41,-0.239766082,441.2164,35,-406.216,-119.688,12.60618,10.3124,4/9/2020,130,29464,10,3,0,0
Tennessee,"Hamblen, TN",Hamblen,28,M,0.7954545455,,TN,363,-131,-0.360881543,357.2859,35,-322.286,-209.273,10.20817,22.7269,4/9/2020,232,64934,6,4,0,0
Tennessee,"Lawrence, TN",Lawrence,28,M,0.8150051387,,TN,280,-77,-0.275,459.8795,35,-424.879,-187.55,13.13941,15.4497,4/9/2020,203,44142,25,11,0,0
Tennessee,"Marshall, TN",Marshall,28,R,0.7412008282,,TN,151,-37,-0.245033113,331.6364,35,-296.636,-101.969,9.475325,12.03125,4/9/2020,114,34375,26,9,0,0
Tennessee,"Roane, TN",Roane,28,R,0.7664233577,,TN,207,0,0,387.7712,35,-352.771,-188.316,11.07918,18.6837,4/9/2020,207,53382,9,5,0,0
Tennessee,"Robertson, TN",Robertson,28,R,0.7453222453,,TN,496,-55,-0.110887097,614.0949,35,-579.095,-415.865,17.54557,25.13455,4/9/2020,441,71813,98,70,0,0
Tennessee,"Shelby, TN",Shelby,28,M,0.3570691434,,TN,2441,-516,-0.211388775,205.4065,35,-170.407,-1596.99,5.868758,328.0081,4/9/2020,1925,937166,107,1006,3,23
Texas,"Bell, TX",Bell,17,M,0.5793901157,,TX,878,-259,-0.29498861,170.5591,35,-135.559,-491.977,4.873118,127.0234,4/9/2020,619,362924,23,84,1,3
Texas,"Brown, TX",Brown,17,M,0.8812691914,,TX,169,-42,-0.24852071,335.4109,35,-300.411,-113.748,9.58317,13.2524,4/9/2020,127,37864,21,8,0,0
Texas,"Cooke, TX",Cooke,17,M,0.9007092199,,TX,20,0,0,48.47662,35,-13.4766,-5.56005,1.385046,14.43995,4/1/2020,20,41257,2,1,0,0
Texas,"Erath, TX",Erath,17,R,0.839835729,,TX,81,-31,-0.382716049,117.1015,35,-82.1015,-35.0557,3.345757,14.9443,4/9/2020,50,42698,23,10,2,1
Texas,"Hockley, TX",Hockley,17,M,0.8163481953,,TX,64,-15,-0.234375,212.8491,35,-177.849,-40.9427,6.081404,8.05735,4/9/2020,49,23021,52,12,4,1
Texas,"Hopkins, TX",Hopkins,17,M,0.8102040816,,TX,163,-32,-0.196319018,353.2521,35,-318.252,-118.021,10.09292,12.9794,4/9/2020,131,37084,11,4,0,0
Texas,"Liberty, TX",Liberty,17,B,0.7953156823,,TX,235,-26,-0.110638298,236.9104,35,-201.91,-178.123,6.768869,30.87665,4/9/2020,209,88219,17,15,0,0
Texas,"Rusk, TX",Rusk,17,B,0.7887755102,,TX,20,0,0,36.76065,35,-1.76065,-0.9579,1.050304,19.0421,4/9/2020,20,54406,26,14,0,0
Texas,"Titus, TX",Titus,17,M,0.7158974359,,TX,130,-41,-0.315384615,271.7557,35,-236.756,-77.5375,7.764449,11.4625,4/9/2020,89,32750,12,4,0,0
Texas,"Tom Green, TX",Tom Green,17,M,0.750261233,,TX,375,-38,-0.101333333,282.7181,35,-247.718,-295.28,8.077661,41.72,4/9/2020,337,119200,21,25,0,0
Texas,"Upshur, TX",Upshur,17,B,0.8476482618,,TX,20,0,0,47.90075,35,-12.9007,-5.38645,1.368593,14.61355,4/9/2020,20,41753,14,6,0,0
Texas,"Van Zandt, TX",Van Zandt,17,M,0.8682328907,,TX,131,0,0,231.4897,35,-196.49,-111.194,6.61399,19.8065,4/9/2020,131,56590,14,8,2,1
Texas,"Wilson, TX",Wilson,17,R,0.7448770492,,TX,78,-11,-0.141025641,131.1925,35,-96.1925,-49.1255,3.748357,17.8745,4/9/2020,67,51070,18,9,0,0
Texas,"Young, TX",Young,17,M,0.8829568789,,TX,20,0,0,111.0494,35,-76.0494,-13.6965,3.17284,6.3035,4/9/2020,20,18010,17,3,0,0
Utah,"Salt Lake, UT",Salt Lake,31,M,0.4323607427,,UT,2096,-588,-0.280534351,129.951,35,-94.951,-1101.85,3.712887,406.153,4/9/2020,1508,1160437,81,935,1,7
Virginia,"Brunswick, VA",Brunswick,0,R,0.4048830112,,VA,412,-17,-0.041262136,2433.615,35,-2398.61,-389.319,69.53185,5.68085,4/9/2020,395,16231,6,1,0,0
Virginia,"Chesapeake city, VA",Chesapeake city,0,R,0.5068205666,,VA,1025,21,0.020487805,427.2265,35,-392.226,-960.308,12.20647,85.69225,4/9/2020,1046,244835,41,101,0,1
Virginia,"Hanover, VA",Hanover,0,R,0.6712473573,,VA,385,-95,-0.246753247,269.1016,35,-234.102,-252.282,7.688616,37.7181,4/9/2020,290,107766,27,29,0,0
Virginia,"Hopewell city, VA",Hopewell city,0,R,0.4510416667,,VA,1407,-210,-0.149253731,5313.152,35,-5278.15,-1189.11,151.8043,7.88515,4/9/2020,1197,22529,58,13,0,0
Virginia,"Middlesex, VA",Middlesex,0,R,0.6348547718,,VA,179,-32,-0.17877095,1389.151,35,-1354.15,-143.296,39.69004,3.7037,4/9/2020,147,10582,19,2,0,0
Virginia,"Roanoke, VA",Roanoke,0,R,0.6473684211,,VA,935,-124,-0.132620321,861.0622,35,-826.062,-778.035,24.60178,32.9651,4/9/2020,811,94186,10,9,0,0
Virginia,"Rockbridge, VA",Rockbridge,0,R,0.6554621849,,VA,140,-47,-0.335714286,411.9966,35,-376.997,-85.0995,11.77133,7.90055,4/9/2020,93,22573,13,3,0,0
Virginia,"Staunton city, VA",Staunton city,0,R,0.4904051173,,VA,904,-127,-0.140486726,3116.477,35,-3081.48,-768.274,89.04219,8.7262,4/9/2020,777,24932,4,1,0,0
Virginia,"Suffolk city, VA",Suffolk city,0,R,0.4275286757,,VA,800,-57,-0.07125,806.6617,35,-771.662,-710.762,23.04748,32.2378,4/9/2020,743,92108,34,31,0,0
Virginia,"Virginia Beach city, VA",Virginia Beach city,0,R,0.5234541578,,VA,1518,-253,-0.166666667,281.1274,35,-246.127,-1107.51,8.03221,157.4909,4/9/2020,1265,449974,49,219,0,1
Virginia,"Warren, VA",Warren,0,R,0.6950578339,,VA,498,-109,-0.218875502,968.529,35,-933.529,-374.943,27.67226,14.0574,4/9/2020,389,40164,22,9,0,0
Virginia,"Washington, VA",Washington,0,R,0.7766287487,,VA,1997,-197,-0.098647972,3349.46,35,-3314.46,-1781.19,95.69887,18.809,4/9/2020,1800,53740,28,15,0,0
Virginia,"Williamsburg city, VA",Williamsburg city,0,R,0.2698412698,,VA,409,-77,-0.188264059,2220.142,35,-2185.14,-326.766,63.43262,5.2339,4/9/2020,332,14954,107,16,7,1
Washington,"King, WA",King,12,B,0.2313432836,,WA,2130,-584,-0.274178404,68.62626,35,-33.6263,-757.526,1.96075,788.4737,4/9/2020,1546,2252782,173,3888,12,260
Washington,"Snohomish, WA",Snohomish,12,B,0.40914037,,WA,805,-468,-0.58136646,40.99343,35,-5.99343,-49.271,1.171241,287.7291,4/9/2020,337,822083,207,1701,8,63
Wisconsin,"Brown, WI",Brown,1,R,0.5570824524,,WI,733,-138,-0.188267394,224.917,35,-189.917,-502.41,6.426201,92.5897,4/9/2020,595,264542,19,50,0,1
Wisconsin,"Kenosha, WI",Kenosha,1,M,0.5015839493,,WI,531,-100,-0.188323917,254.1858,35,-219.186,-371.654,7.262452,59.34635,4/9/2020,431,169561,80,135,1,1
